,publisher,review_type,review_date,title,content_rating,genre,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,review_score,year,country,imdb_plot,imdb_score,imdb_count,review_negative,review_neutral,review_positive,review_compound,consensus_negative,consensus_neutral,consensus_positive,consensus_compound,score
449781,TheFilmFile.com,Rotten,2000-01-01,Simply Irresistible,PG-13,Comedy,1999-02-05,2016-03-02,95.0,Twentieth Century Fox Home Entertainment,Rotten,16.0,31.0,Rotten,54.0,45549.0,37.5,1999,Germany,"A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams.",53.0,13127.0,0.145,0.698,0.157,0.0516,0.0,0.625,0.375,0.34,43.75
449786,Time Out,Fresh,2007-07-21,The Simpsons Movie,PG-13,Animation,2007-07-27,2016-04-19,86.0,20th Century Fox,Fresh,88.0,222.0,Fresh,77.0,1823366.0,80.0,2007,USA,"After Homer pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",73.0,304958.0,0.0,0.842,0.158,0.4927,0.0,0.687,0.313,0.9327,78.59
449953,Killer Movie Reviews,Fresh,2005-03-17,Sin City,R,Action & Adventure,2005-04-01,2016-09-03,124.0,Dimension Films,Fresh,77.0,252.0,Fresh,78.0,32222563.0,80.0,2005,USA,"A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",80.0,733158.0,0.0,0.921,0.079,0.1154,0.273,0.545,0.182,-0.5423,78.33
450149,Sunday Times (Australia),Rotten,2003-06-23,Sinbad: Legend of the Seven Seas,PG,Action & Adventure,2003-07-02,2015-11-25,86.0,DreamWorks SKG,Rotten,45.0,128.0,Rotten,56.0,56459.0,50.0,2003,USA,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",67.0,48185.0,0.0,0.65,0.35,0.9287,0.0,0.645,0.355,0.1655,56.3
450249,We Got This Covered,Fresh,2016-09-12,Sing,PG,Animation,2016-12-21,2017-03-08,108.0,Illumination Entertainment,Fresh,72.0,183.0,Fresh,72.0,39492.0,60.0,2016,USA,A teen film about an Italian punk forced to work with an innocent Jewish girl.,70.0,691.0,0.082,0.818,0.101,0.0772,0.0,0.737,0.263,0.7579,69.91
450533,Guardian,Fresh,2016-01-25,Sing Street,PG-13,Art House & International,2016-04-15,2017-04-01,106.0,Likely Story,Fresh,95.0,207.0,Fresh,92.0,16952.0,80.0,2016,Ireland,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,79.0,82856.0,0.044,0.547,0.409,0.9184,0.0,0.647,0.353,0.872,86.52
450677,rec.arts.movies.reviews,Fresh,2000-01-01,Singin' in the Rain,G,Classics,1970-01-01,2014-03-01,102.0,MGM,Fresh,100.0,63.0,Fresh,95.0,138619.0,90.0,1970,USA,A silent film production company and cast make a difficult transition to sound.,83.0,213152.0,0.0,0.94,0.06,0.2716,0.0,0.545,0.455,0.875,93.93
450715,Boxoffice Magazine,Fresh,2003-04-27,The Singing Detective,R,Comedy,2003-10-24,2016-08-10,109.0,Paramount Pictures,Rotten,39.0,108.0,Rotten,40.0,7643.0,70.0,2003,USA,"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.",55.0,8107.0,0.0,0.562,0.438,0.5994,0.117,0.713,0.169,0.2896,47.33
450794,Deseret News (Salt Lake City),Rotten,2000-01-01,Single White Female,R,Drama,1992-08-14,2012-04-16,107.0,Columbia Pictures,Rotten,54.0,48.0,Rotten,44.0,39086.0,37.5,1992,USA,A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.,64.0,31532.0,0.055,0.862,0.084,0.2732,0.145,0.529,0.326,0.7584,55.11
450815,Tribune News Service,Rotten,2015-08-19,Sinister 2,R,Horror,2015-08-21,2016-08-16,97.0,Focus Features,Rotten,16.0,90.0,Rotten,31.0,29311.0,37.5,2015,USA,A young mother and her twin sons move into a rural house that's marked for death.,53.0,46909.0,0.0,1.0,0.0,0.0,0.29,0.64,0.07,-0.802,35.37
450884,Bloody Disgusting,Fresh,2012-03-11,Sinister,R,Horror,2012-10-12,2015-11-21,109.0,Lionsgate Films,Fresh,63.0,154.0,Fresh,61.0,79784.0,50.0,2012,USA,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies which suggest the murder he's currently researching is the work of a serial killer whose work dates back to the 1960s.,68.0,213774.0,0.257,0.554,0.189,-0.2698,0.176,0.592,0.232,-0.0772,63.89
451002,Chicago Sun-Times,Rotten,2000-01-01,Sister Act,PG,Comedy,1992-05-29,2015-12-13,100.0,Buena Vista,Fresh,74.0,27.0,Fresh,65.0,726312.0,62.5,1992,USA,"When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in.",64.0,85553.0,0.0,0.803,0.197,0.5302,0.299,0.449,0.251,-0.3818,64.2
451010,Entertainment Weekly,Fresh,1993-12-10,Sister Act 2: Back in the Habit,PG,Comedy,1993-12-10,2016-08-10,106.0,Buena Vista,Rotten,17.0,36.0,Fresh,61.0,395217.0,67.0,1993,USA,Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,56.0,47959.0,0.162,0.838,0.0,-0.6199,0.122,0.758,0.12,-0.2716,42.73
451024,ReelViews,Fresh,2005-05-26,The Sisterhood of the Traveling Pants,PG,Comedy,2005-06-01,2008-12-01,120.0,Warner Bros. Pictures,Fresh,77.0,134.0,Fresh,78.0,271952.0,75.0,2005,USA,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,65.0,53201.0,0.039,0.801,0.16,0.6693,0.0,0.674,0.326,0.926,72.08
451124,Slant Magazine,Rotten,2008-08-03,The Sisterhood of the Traveling Pants 2,PG-13,Action & Adventure,2008-08-06,2010-06-02,111.0,Warner Bros. Pictures,Fresh,66.0,99.0,Fresh,66.0,188649.0,50.0,2008,USA,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,62.0,26655.0,0.08,0.92,0.0,-0.4215,0.0,0.855,0.145,0.5267,63.79
451206,Movie Metropolis,Fresh,2000-01-01,Sisters,R,Drama,1973-03-27,2017-03-23,93.0,Criterion Collection,Fresh,87.0,38.0,Fresh,72.0,6112.0,70.0,1973,USA,"A fledgling Staten Island journalist witnesses a brutal murder in the neighboring apartment of a French-Canadian model, but the police do not believe that the crime took place. With the help of a private detective, she seeks out the truth.",69.0,14940.0,0.116,0.67,0.214,0.296,0.0,0.787,0.213,0.6908,58.8
451653,Antagony & Ecstasy,Fresh,2008-10-30,Sita Sings the Blues,NR,Animation,2008-02-11,2015-08-07,82.0,Shadow Distribution,Fresh,100.0,32.0,Fresh,85.0,2935.0,70.0,2008,USA,An animated version of the epic Indian tale of Ramayana set to the 1920s jazz vocals of Annette Hanshaw.,76.0,4418.0,0.0,1.0,0.0,0.0,0.0,0.764,0.236,0.7579,86.95
451675,Austin Chronicle,Fresh,2000-01-01,Six Degrees of Separation,R,Comedy,1993-12-10,2016-11-30,111.0,MGM Home Entertainment,Fresh,88.0,32.0,Fresh,71.0,16664.0,60.0,1993,USA,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.",68.0,19412.0,0.0,1.0,0.0,0.0,0.105,0.659,0.237,0.5267,76.96
451685,ReelViews,Rotten,1984-01-01,Sixteen Candles,PG,Comedy,1984-01-01,2012-06-15,90.0,MCA Universal Home Video,Fresh,84.0,43.0,Fresh,85.0,256982.0,62.5,1984,USA,"A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",71.0,102767.0,0.0,0.916,0.084,0.1406,0.0,0.603,0.397,0.9259,79.17
451704,SPLICEDWire,Rotten,2000-01-01,The 6th Day,PG-13,Action & Adventure,2000-11-17,2015-01-01,124.0,Columbia Pictures,Rotten,40.0,117.0,Rotten,32.0,125879.0,50.0,2000,USA,Futuristic action film about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,59.0,115106.0,0.112,0.777,0.112,0.0,0.074,0.793,0.133,0.4019,47.73
451754,Three Movie Buffs,Fresh,1999-08-06,The Sixth Sense,PG-13,Mystery & Suspense,1999-08-06,2016-10-28,107.0,Hollywood/Buena Vista,Fresh,86.0,158.0,Fresh,90.0,1036685.0,100.0,1999,USA,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,81.0,894385.0,0.0,0.709,0.291,0.6249,0.226,0.774,0.0,-0.7717,84.11
451843,indieWire,Fresh,2018-01-23,Skate Kitchen,R,Drama,2018-08-10,2018-11-18,106.0,Magnolia Pictures,Fresh,89.0,91.0,Fresh,78.0,432.0,83.0,2018,USA,A teenaged skateboarder makes friends with a bunch of other skateboarding girls in New York City.,68.0,3373.0,0.0,0.741,0.259,0.5423,0.0,0.782,0.218,0.6486,77.04
451900,rec.arts.movies.reviews,Fresh,2009-03-10,Skills Like This,NR,Comedy,2007-03-10,2016-12-16,86.0,Shadow Distribution,Rotten,59.0,29.0,Fresh,67.0,773.0,70.0,2007,USA,"Max Solomon faces the awful truth that he will never be a writer. So, in a desperate attempt to find his true calling, he turns to crime. In this inventive comedy, three friends have their ...",61.0,448.0,0.0,0.721,0.279,0.7739,0.0,0.739,0.261,0.6486,61.93
452073,Boxoffice Magazine,Fresh,2002-06-05,Skins,R,Art House & International,2002-10-11,2016-04-22,87.0,First Look Media,Rotten,59.0,58.0,Fresh,85.0,2260.0,60.0,2002,USA,A married couple is separated because of the husband's drinking. They are reunited to seek justice when their homosexual son is murdered by Neo- Nazi skinheads.,35.0,135.0,0.0,0.764,0.236,0.8481,0.172,0.828,0.0,-0.4404,65.02
452147,TV Guide,Rotten,2007-08-09,Skinwalkers,PG-13,Action & Adventure,2007-08-10,2016-05-13,93.0,Lions Gate Films,Rotten,13.0,38.0,Rotten,25.0,104852.0,50.0,2007,Canada,"A 12 year old boy and his mother become the targets of two warring werewolf packs, each with different intentions and motives.",46.0,12868.0,0.0,1.0,0.0,0.0,0.0,0.868,0.132,0.4404,30.13
452176,Filmcritic.com,Rotten,2000-01-01,The Skulls,PG-13,Horror,2000-04-01,2015-09-10,106.0,Universal Studios Home Video,Rotten,9.0,85.0,Rotten,43.0,56964.0,30.0,2000,USA,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",56.0,30618.0,0.106,0.721,0.173,0.2499,0.259,0.575,0.167,-0.1531,35.26
452219,Slant Magazine,Fresh,2004-05-06,Sky Captain and the World of Tomorrow,PG,Action & Adventure,2004-09-17,2013-08-01,107.0,Paramount,Fresh,70.0,212.0,Rotten,46.0,119135.0,75.0,2004,USA,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",60.0,80904.0,0.07,0.841,0.089,0.101,0.0,1.0,0.0,0.0,61.91
452381,TheShiznit.co.uk,Fresh,2012-10-12,Skyfall,PG-13,Action & Adventure,2012-11-09,2017-02-04,143.0,MGM,Fresh,92.0,377.0,Fresh,86.0,374005.0,80.0,2012,UK,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",77.0,620267.0,0.0,0.833,0.167,0.6825,0.0,0.619,0.381,0.8934,84.98
452657,Empire Magazine,Fresh,2010-11-11,Skyline,PG-13,Mystery & Suspense,2010-11-12,2011-03-17,94.0,Rogue Pictures/Universal Studios,Rotten,16.0,83.0,Rotten,18.0,67279.0,60.0,2010,USA,"Strange lights descend on the city of Los Angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth.",44.0,85700.0,0.0,0.902,0.098,0.0772,0.09,0.717,0.193,0.3182,28.67
452724,The Playlist,Fresh,2018-07-10,Skyscraper,PG-13,Action & Adventure,2018-07-13,2018-09-25,102.0,Universal Pictures,Rotten,48.0,286.0,Fresh,62.0,6465.0,67.0,2018,Hong Kong,"A security expert must infiltrate a burning skyscraper, 225 stories above ground, when his family is trapped inside by criminals.",58.0,102420.0,0.163,0.611,0.227,0.4944,0.0,0.95,0.05,0.0516,55.2
452928,Deseret News (Salt Lake City),Rotten,2000-01-01,Slacker,R,Classics,1991-07-05,2016-02-18,97.0,The Criterion Collection,Fresh,85.0,39.0,Fresh,77.0,10310.0,50.0,1991,USA,"A day in the life of Austin, Texas as the camera roams from place to place and provides a brief look at the overeducated, the social misfits, the outcasts and the oddballs.",71.0,19404.0,0.201,0.706,0.093,-0.4835,0.0,0.919,0.081,0.3182,76.01
452945,Rolling Stone,Rotten,2002-01-18,Slackers,R,Comedy,2002-12-01,2014-07-30,86.0,Screen Gems,Rotten,10.0,107.0,Rotten,51.0,28363.0,10.0,2002,Canada,"When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.",54.0,13652.0,0.0,0.894,0.106,0.0772,0.238,0.571,0.192,-0.1154,36.08
453006,Cinematical,Fresh,2009-03-19,The Slammin' Salmon,R,Comedy,2009-12-11,2017-03-28,98.0,Anchor Bay Films,Rotten,35.0,26.0,Rotten,47.0,9933.0,91.0,2009,USA,The owner of a Miami restaurant indebted to the mob institutes a contest to see what waiter can earn the most money in one night.,64.0,13142.0,0.0,0.45,0.55,0.7269,0.0,0.606,0.394,0.7778,48.73
453026,eFilmCritic.com,Fresh,2003-03-21,Slap Shot,R,Comedy,1977-02-25,2015-08-19,123.0,MCA Universal Home Video,Fresh,85.0,33.0,Fresh,89.0,39971.0,80.0,1977,USA,A failing ice hockey team finds success with outrageously violent hockey goonery.,73.0,33693.0,0.069,0.662,0.268,0.743,0.146,0.525,0.329,0.5956,81.23
453039,The Film Stage,Fresh,2016-05-12,Slash,NR,Comedy,2016-12-09,2017-04-05,100.0,Arts + Labor,Fresh,92.0,25.0,Rotten,57.0,572.0,75.0,2016,South Africa,A rock band gets stuck on a haunted farm while visiting its lead singer's family.,42.0,1486.0,0.144,0.856,0.0,-0.4019,0.077,0.623,0.3,0.7269,67.38
453059,New York Times,Fresh,2002-07-10,The Slaughter Rule,R,Drama,2002-01-11,2016-07-26,119.0,Cowboy Pictures,Fresh,74.0,31.0,Rotten,43.0,964.0,60.0,2002,USA,"A young man finds solace with a young woman, his mother, and a high-school football coach who recruits him to quarterback a six-man team.",60.0,2278.0,0.106,0.594,0.301,0.8608,0.0,0.542,0.458,0.9161,59.91
453075,Shadows on the Wall,Rotten,2018-10-30,Slaughterhouse Rulez,NR,Art House & International,1970-01-01,2019-05-17,104.0,Catalyst Global Media,Rotten,39.0,33.0,Rotten,55.0,364.0,40.0,1970,UK,An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,53.0,9500.0,0.218,0.696,0.085,-0.4939,0.141,0.663,0.196,0.1655,48.76
453100,ColeSmithey.com,Fresh,2009-03-29,Sleep Dealer,PG-13,Art House & International,2009-01-19,2016-08-10,89.0,Maya Releasing,Fresh,70.0,33.0,Rotten,50.0,116327.0,75.0,2009,Mexico,"The near future. Like tomorrow. In a world marked by closed borders, corporate warriors, and a global computer network, three strangers risk their lives to connect, break through the barriers of technology, and unseal their fates.",60.0,6262.0,0.123,0.631,0.246,0.5994,0.112,0.765,0.124,0.0516,62.98
453115,eFilmCritic.com,Rotten,2002-10-21,Sleepaway Camp,R,Horror,1983-01-01,2015-12-05,84.0,Anchor Bay Entertainment Inc.,Fresh,78.0,23.0,Fresh,60.0,17879.0,40.0,1983,USA,"Angela Baker, a shy, traumatized young girl, is sent to summer camp with her cousin. Shortly after her arrival, anyone with sinister or less than honorable intentions gets their comeuppance.",63.0,25573.0,0.0,0.918,0.082,0.1779,0.106,0.894,0.0,-0.2263,66.01
453448,CraveOnline,Fresh,2015-01-25,Sleeping with Other People,R,Comedy,2015-09-11,2016-11-30,100.0,IFC Films,Fresh,63.0,131.0,Rotten,57.0,8802.0,90.0,2015,USA,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",65.0,39667.0,0.0,0.531,0.469,0.9607,0.075,0.732,0.193,0.5719,61.39
453547,Chicago Sun-Times,Rotten,2000-01-01,Sleeping with the Enemy,R,Drama,1991-02-08,2016-10-31,99.0,Twentieth Century Fox Home Entertainment,Rotten,20.0,35.0,Fresh,61.0,63840.0,37.5,1991,USA,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",63.0,48811.0,0.179,0.786,0.035,-0.6808,0.204,0.604,0.191,-0.1154,46.62
453555,Boston Herald,Rotten,2017-01-12,Sleepless,R,Action & Adventure,2017-01-13,2017-04-04,95.0,Open Road Films,Rotten,25.0,61.0,Rotten,37.0,9721.0,50.0,2017,USA,A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,56.0,29261.0,0.326,0.674,0.0,-0.4404,0.222,0.521,0.257,0.0,40.55
453604,TheFilmFile.com,Fresh,2004-06-19,Sleepover,PG,Comedy,2004-07-09,2017-03-13,89.0,MGM,Rotten,15.0,101.0,Rotten,54.0,87021.0,62.5,2004,USA,"Desperate to improve their social status, four best friends enter into an all-night scavenger hunt against the popular clique in their school.",54.0,15180.0,0.0,0.769,0.231,0.5859,0.0,0.861,0.139,0.2732,40.92
453676,EmanuelLevy.Com,Rotten,2008-02-27,Sleepwalking,R,Drama,2008-01-22,2016-11-30,101.0,Overture Films,Rotten,17.0,60.0,Rotten,43.0,42569.0,50.0,2008,Canada,The drama follows a twelve-year-old girl's struggle to come to terms with her mother's abandonment.,61.0,5529.0,0.117,0.808,0.075,-0.3612,0.432,0.568,0.0,-0.765,41.56
453719,Internet Reviews,Fresh,2000-01-01,Sleepy Hollow,R,Horror,1999-11-19,2013-08-01,105.0,Paramount Pictures,Fresh,69.0,122.0,Fresh,80.0,607106.0,75.0,1999,Germany,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.",73.0,323190.0,0.0,0.66,0.34,0.8834,0.09,0.579,0.331,0.7793,72.64
453781,The Playlist,Fresh,2016-01-24,Sleight,R,Action & Adventure,2017-04-28,2017-07-10,90.0,BH Tilt,Fresh,78.0,45.0,Rotten,52.0,5817.0,75.0,2017,USA,"A young street magician (Jacob Latimore) is left to care for his little sister after their parents' passing, and turns to illegal activities to keep a roof over their heads. When he gets in...",59.0,7692.0,0.065,0.687,0.247,0.6486,0.135,0.725,0.14,0.024,62.88
453806,NYC Movie Guru,Fresh,2018-08-09,Slender Man,PG-13,Horror,2018-08-10,2018-10-22,93.0,Screen Gems,Rotten,8.0,79.0,Rotten,17.0,2522.0,68.66600000000001,2018,USA,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",32.0,27028.0,0.203,0.617,0.18,0.0958,0.095,0.671,0.235,0.6808,22.36
453856,Time Out,Rotten,2007-07-21,Sleuth,R,Mystery & Suspense,2007-10-12,2016-04-19,88.0,Sony Pictures Classics,Rotten,36.0,122.0,Rotten,51.0,20945.0,16.66666666666666,2007,UK,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",80.0,44097.0,0.0,0.871,0.129,0.5994,0.101,0.801,0.097,-0.0274,53.68
454034,USA Today,Rotten,2000-01-01,Sliding Doors,PG-13,Comedy,1998-04-24,2014-06-06,108.0,Miramax,Fresh,64.0,53.0,Fresh,77.0,62419.0,50.0,1998,UK,"A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.",67.0,62282.0,0.0,0.805,0.195,0.5267,0.0,0.848,0.152,0.5267,68.17
